Name,Call_Start,Call_End,Call_Phone_No
Natalie Moore,2010-02-08 13:05:31,2010-02-08 13:24:57,(852)193-0951
Lisa Edwards,2010-02-12 07:42:12,2010-02-12 07:45:48,1-365-062-6645x201
Stephanie Smith,2010-02-07 12:32:36,2010-02-07 12:40:28,(922)044-4679x88991
Maria Mullins,2010-02-03 18:30:41,2010-02-03 18:46:08,07780866469
Teresa Arnold,2010-02-04 06:52:04,2010-02-04 06:57:19,437.938.2228x8345
Kyle Mcdonald,2010-02-16 10:04:33,2010-02-16 10:19:49,798-551-6636x785
Dustin Erickson,2010-02-11 19:19:03,2010-02-11 19:26:31,1-439-196-1913x19676
Kelly Collins,2010-02-20 14:17:15,2010-02-20 14:32:05,(131)552-5832x4103
Douglas Clark,2010-02-13 12:50:54,2010-02-13 13:01:57,1-138-722-5121x82432
Patricia Robertson DVM,2010-02-11 23:18:18,2010-02-11 23:33:26,+45(2)9950797479
Catherine Carter,2010-02-19 05:19:26,2010-02-19 05:19:59,05618026288
Susan Burns,2010-02-11 10:41:07,2010-02-11 10:55:11,974-936-2642
Edward Decker,2010-02-16 21:12:13,2010-02-16 21:26:24,(823)890-5986x02844
Melanie Meyers,2010-02-17 06:00:24,2010-02-17 06:11:35,197.481.8445x3448
Deanna Carter,2010-02-10 04:36:31,2010-02-10 04:52:01,127.501.6536x24225
Melissa Sanders,2010-02-16 22:45:04,2010-02-16 22:57:26,(747)634-3632
Charles Johnson,2010-02-11 04:39:32,2010-02-11 04:53:21,640-091-9928x8833
Amy Rodriguez,2010-02-26 09:40:31,2010-02-26 09:53:49,1-177-781-1289x99199
Jonathan Montgomery,2010-02-17 05:18:07,2010-02-17 05:37:55,923-806-2905
Clifford Powers,2010-02-24 05:28:50,2010-02-24 05:41:55,381-331-2515x6031
Darius Johnson,2010-02-17 09:36:35,2010-02-17 09:53:28,312-605-2096x2973
John Bradley,2010-02-08 01:32:09,2010-02-08 01:35:09,(451)479-2348x5469
Elizabeth Jackson,2010-02-01 07:29:10,2010-02-01 07:37:49,558-329-6501x058
David Frost,2010-02-07 02:12:25,2010-02-07 02:23:21,1-159-684-0558x996
Chad Welch,2010-02-09 23:32:07,2010-02-09 23:40:13,(754)522-1541x68447
Tommy Crawford,2010-02-20 10:13:50,2010-02-20 10:26:36,470-354-5765
Mr. Robert Wood,2010-02-23 04:30:18,2010-02-23 04:38:12,295.670.5037x6336
John Blevins,2010-02-25 09:02:43,2010-02-25 09:12:14,641-288-6730x56505
Angela Holloway,2010-02-19 20:23:35,2010-02-19 20:32:33,497.658.8378
Colton Pratt,2010-02-08 22:58:58,2010-02-08 23:08:02,357.278.5671x58833
Mr. Christopher Richardson,2010-02-12 06:54:07,2010-02-12 07:13:51,+19(1)7609205116
Malik Smith,2010-02-09 05:42:29,2010-02-09 05:55:07,958.071.3774
Kelly Harris,2010-02-17 06:15:09,2010-02-17 06:18:48,+77(7)7879265870
Patrick King,2010-02-20 21:57:28,2010-02-20 22:08:36,219-926-8739x133
Stanley Johnson,2010-02-22 16:32:35,2010-02-22 16:34:39,+00(3)3466823603
Cynthia Sawyer,2010-02-08 08:58:27,2010-02-08 09:10:43,(621)672-2521
Joseph Howell,2010-02-04 22:25:30,2010-02-04 22:38:27,1-088-343-4012
Chad Robinson,2010-02-05 23:29:58,2010-02-05 23:48:07,831.578.4041x4315
Michael Mason,2010-02-20 11:53:50,2010-02-20 12:06:53,808.646.9306x4393
Ryan Li,2010-02-03 05:02:03,2010-02-03 05:03:02,05756142636
John Fowler,2010-02-14 20:04:19,2010-02-14 20:04:36,1-201-237-7936x22437
David Lewis,2010-02-28 10:30:36,2010-02-28 10:38:06,+19(6)1072144014
Keith Valdez,2010-02-15 07:43:23,2010-02-15 07:54:19,687.299.4517x99639
Nathan Mckay,2010-02-22 17:05:04,2010-02-22 17:08:31,(891)839-7207x78931
Michael Mercado,2010-02-17 12:05:54,2010-02-17 12:15:06,(484)283-3508
Margaret Lopez,2010-02-22 15:34:00,2010-02-22 15:38:03,1-853-072-4976x42924
Sheri Johnson,2010-02-27 02:11:49,2010-02-27 02:19:36,(750)907-9810x06047
Rose Macdonald,2010-02-16 06:59:06,2010-02-16 07:13:19,1-948-009-8665x592
Martin Burnett,2010-02-12 19:55:15,2010-02-12 20:01:08,+96(2)9102196494
Michael Kramer,2010-02-09 14:00:27,2010-02-09 14:09:35,1-795-361-8996
Daniel Miller,2010-02-19 05:54:22,2010-02-19 05:57:42,(594)768-1236x71198
Kim Donaldson,2010-02-03 18:06:29,2010-02-03 18:18:53,+40(5)3033206166
Victor Ibarra,2010-02-13 13:49:59,2010-02-13 13:59:38,542-900-4801x79010
Anne Blake MD,2010-02-08 20:42:02,2010-02-08 20:46:05,392-463-0626x7907
Kaylee Fields,2010-02-17 10:55:58,2010-02-17 11:04:50,706-173-4352x54262
Jeffrey Townsend,2010-02-09 13:08:38,2010-02-09 13:20:30,(389)102-6494x74958
Terry Pratt,2010-02-23 21:49:01,2010-02-23 21:53:18,(496)828-3398x26359
Ryan Shepard,2010-02-01 15:58:27,2010-02-01 16:17:39,1-230-302-3371x2725
Kristin Barton,2010-02-23 19:02:49,2010-02-23 19:09:34,1-857-338-9238
Robert Martinez,2010-02-21 23:40:19,2010-02-21 23:51:29,(835)022-1224
Michael Gilmore,2010-02-17 13:36:26,2010-02-17 13:50:01,(246)024-2644
Ashley Baker,2010-02-19 03:46:42,2010-02-19 03:53:52,+69(6)2932138745
Rachel James,2010-02-26 08:18:40,2010-02-26 08:26:24,1-754-604-6748x5953
Kevin Daugherty,2010-02-28 13:35:51,2010-02-28 13:51:56,04345456036
Barbara Perez,2010-02-21 19:12:17,2010-02-21 19:19:36,830-594-7515
Christina Sandoval PhD,2010-02-07 18:20:31,2010-02-07 18:30:29,423-464-3433x15679
Allen Brown,2010-02-02 03:53:48,2010-02-02 03:58:36,981-560-1420x52803
Ronald Walker,2010-02-14 12:05:33,2010-02-14 12:22:50,1-202-520-8999x60424
Jonathan Davis,2010-02-10 00:15:46,2010-02-10 00:32:26,(468)810-0123x9323
Mary Hartman,2010-02-24 18:36:55,2010-02-24 18:52:47,540-239-6032
Roger Martin,2010-02-27 15:05:07,2010-02-27 15:18:35,(309)550-2410
Gabriela Walker,2010-02-03 15:38:06,2010-02-03 15:39:06,+66(6)0040365904
Paul Quinn,2010-02-05 10:23:20,2010-02-05 10:29:19,258.767.0297
Natalie Robinson,2010-02-20 20:45:50,2010-02-20 21:04:13,263.422.6275x059
Robert Mayer,2010-02-12 18:49:11,2010-02-12 18:49:55,+29(2)7547901984
Hector Lamb,2010-02-15 17:45:38,2010-02-15 17:46:55,665-496-3273x36868
Carlos Burns,2010-02-20 08:02:23,2010-02-20 08:19:34,(306)688-7053x884
Angelica Rodriguez,2010-02-10 02:48:36,2010-02-10 03:05:10,121-584-5574x201
Marissa Gallagher,2010-02-04 04:22:51,2010-02-04 04:29:02,543-371-7845x70611
Veronica Hahn,2010-02-21 10:41:07,2010-02-21 10:46:52,+23(0)6531322755
Brittany Taylor,2010-02-09 10:27:06,2010-02-09 10:39:59,(245)634-1900
Carlos Pearson,2010-02-11 00:43:54,2010-02-11 00:53:48,523.118.3763x896
Kimberly Bailey,2010-02-16 06:55:54,2010-02-16 07:02:46,(743)096-8057
Paul Salinas,2010-02-26 01:40:00,2010-02-26 01:46:44,(769)142-7288
Michelle Brewer,2010-02-26 17:07:16,2010-02-26 17:18:53,297-884-5623x649
Antonio Wilson,2010-02-01 03:15:58,2010-02-01 03:26:21,806-887-4658
Diana Miller,2010-02-09 07:40:29,2010-02-09 07:45:43,1-392-973-5333x2594
Timothy West,2010-02-13 03:01:04,2010-02-13 03:08:21,1-111-824-0519
Hannah Harris,2010-02-09 05:34:02,2010-02-09 05:42:21,825-261-6110x970
Calvin Price,2010-02-17 17:42:45,2010-02-17 17:45:56,1-991-916-4742
John Lopez,2010-02-02 17:47:15,2010-02-02 17:59:17,155.088.9835x570
Michael Willis,2010-02-05 15:10:30,2010-02-05 15:21:06,00936273045
Michael Cobb,2010-02-01 14:32:57,2010-02-01 14:43:55,966-148-7341x3988
Rebecca Anderson,2010-02-22 03:55:23,2010-02-22 04:07:37,610.753.0468x239
Abigail Flores,2010-02-24 00:34:55,2010-02-24 00:51:52,458.220.4810
Emily Underwood,2010-02-05 19:50:44,2010-02-05 20:04:34,03888778209
Theresa Johnson,2010-02-12 13:54:31,2010-02-12 14:11:00,(489)862-8479x79622
Tamara Clark,2010-02-01 00:38:23,2010-02-01 00:46:37,09899716688
Phillip Johnson,2010-02-12 01:29:39,2010-02-12 01:39:43,220.436.4352x9670
Alfred Taylor,2010-02-06 17:40:55,2010-02-06 17:47:25,084.283.3693x048
Diamond Cardenas,2010-02-17 09:33:21,2010-02-17 09:52:16,1-417-096-5559x34262
Kristi Rodriguez,2010-02-16 22:23:35,2010-02-16 22:37:29,+59(7)6281560174
James Schmidt,2010-02-01 18:24:45,2010-02-01 18:27:02,590-280-3455
Gregory Duke,2010-02-11 00:12:05,2010-02-11 00:21:33,699.811.7847x510
Ryan Fischer,2010-02-22 20:25:11,2010-02-22 20:27:27,08716767949
Eric Pugh,2010-02-22 15:14:48,2010-02-22 15:26:40,697-043-1673x9000
Alexis Wade,2010-02-16 04:58:20,2010-02-16 05:14:00,+31(1)1294332046
Jessica Powers,2010-02-12 21:03:56,2010-02-12 21:13:57,(131)612-3370
Christine Parks,2010-02-10 21:28:57,2010-02-10 21:42:30,03968568230
Becky Henry,2010-02-02 23:04:05,2010-02-02 23:05:04,883-483-8240
Michael Armstrong,2010-02-06 04:28:20,2010-02-06 04:43:46,(219)375-2190x49227
James Taylor,2010-02-19 21:23:58,2010-02-19 21:31:52,1-632-216-6672x88232
Janet Duran,2010-02-08 21:53:07,2010-02-08 21:56:49,09732338816
Caleb Campos,2010-02-27 17:33:49,2010-02-27 17:53:39,(827)056-1448x6744
Patrick Ortiz,2010-02-25 15:35:28,2010-02-25 15:49:07,071.220.3182
Alexander Pollard,2010-02-27 20:10:00,2010-02-27 20:16:58,1-947-254-4896
Pedro Fox,2010-02-14 15:16:18,2010-02-14 15:29:24,00876309421
Jason Smith,2010-02-02 17:28:58,2010-02-02 17:34:39,1-214-666-2120
Sharon Cox,2010-02-06 18:42:37,2010-02-06 18:51:26,1-262-442-9736x7038
Brittany Contreras,2010-02-22 15:31:39,2010-02-22 15:32:56,308.981.6164
James Fischer,2010-02-01 05:12:54,2010-02-01 05:26:01,(565)077-3406
Mr. Robert Campbell,2010-02-01 07:54:29,2010-02-01 07:54:54,086.626.0064
Doris Diaz,2010-02-20 07:00:22,2010-02-20 07:07:08,484.442.0877
Jason Buckley,2010-02-26 17:52:24,2010-02-26 18:03:19,934-524-4128x85370
Hannah Hansen,2010-02-01 22:07:04,2010-02-01 22:08:35,957-565-5716
Eric Mcclain,2010-02-12 08:24:04,2010-02-12 08:30:58,(247)361-1788x01003
Heather Clark,2010-02-18 20:49:15,2010-02-18 20:50:17,956.364.3408
David Sullivan,2010-02-08 19:18:04,2010-02-08 19:26:37,(655)335-9402x659
Angela Craig,2010-02-15 14:05:41,2010-02-15 14:19:31,679-149-0720
Rhonda Smith,2010-02-11 14:05:05,2010-02-11 14:07:24,149-505-2815
Michael Howard,2010-02-21 17:11:31,2010-02-21 17:26:06,(849)611-5837x085
Cynthia Esparza DDS,2010-02-19 06:45:45,2010-02-19 07:04:36,829.658.6665
Wendy Tanner,2010-02-19 21:20:40,2010-02-19 21:36:59,218-230-1946x007
Alicia Harris,2010-02-16 02:09:19,2010-02-16 02:24:24,087.074.9211x80439
Amanda Miller,2010-02-02 14:41:21,2010-02-02 14:46:06,1-877-203-6771x242
Katie Ali,2010-02-07 16:38:29,2010-02-07 16:56:02,713-602-9245x031
Robert Smith,2010-02-06 09:16:04,2010-02-06 09:23:18,(231)303-1307x9580
John Howard,2010-02-18 07:24:00,2010-02-18 07:38:40,(055)990-3758x17227
Robert Parker,2010-02-18 16:52:27,2010-02-18 16:57:04,424.273.0164
Maria Martin,2010-02-28 19:31:58,2010-02-28 19:43:12,234-202-3158
David Fuller,2010-02-24 11:14:26,2010-02-24 11:25:39,037.001.7275
Jose Martinez,2010-02-05 04:17:45,2010-02-05 04:31:36,(308)034-3473
Lisa Shaw,2010-02-05 13:59:30,2010-02-05 14:03:48,1-425-483-1028
Joshua Murray,2010-02-16 00:53:59,2010-02-16 01:11:32,+55(3)0722433746
Robert Lindsey,2010-02-21 09:01:28,2010-02-21 09:21:12,584-071-3533x672
William Burns,2010-02-24 18:08:45,2010-02-24 18:09:21,611-555-1634
Catherine Carter,2010-02-17 09:34:42,2010-02-17 09:35:01,333-166-2060
Mrs. Gabrielle Shannon,2010-02-10 14:14:46,2010-02-10 14:19:27,715.027.6200x0136
Frances Morrow,2010-02-25 01:44:30,2010-02-25 01:57:07,05476532981
Terry Larson,2010-02-27 22:59:03,2010-02-27 23:05:07,664-577-5193x056
Jessica Williams,2010-02-22 09:30:16,2010-02-22 09:33:35,799-628-5458
David Byrd,2010-02-10 18:16:57,2010-02-10 18:35:29,00236354762
Dennis Best,2010-02-06 15:16:42,2010-02-06 15:28:32,1-471-175-7363x1577
Matthew Woodard,2010-02-03 19:33:23,2010-02-03 19:35:24,1-628-150-5649
Danielle Smith,2010-02-05 10:08:56,2010-02-05 10:19:07,(565)713-1908x99180
Jennifer Hunter,2010-02-26 23:16:41,2010-02-26 23:33:02,1-108-894-4983
Mercedes Huff,2010-02-24 11:16:23,2010-02-24 11:26:11,1-066-632-9537x458
Lisa Davis,2010-02-14 21:31:37,2010-02-14 21:43:49,08544929135
John Moore,2010-02-21 22:14:48,2010-02-21 22:19:09,029.690.4546
Brad Cooke,2010-02-04 06:29:03,2010-02-04 06:48:23,(222)792-7495
Catherine Buck,2010-02-12 23:41:34,2010-02-12 23:57:43,007-342-5050x334
Sheryl Simmons,2010-02-06 03:19:09,2010-02-06 03:21:33,(993)705-9520x8616
Patricia Lewis,2010-02-02 04:45:08,2010-02-02 04:50:09,(682)215-5381
Amy West,2010-02-25 10:41:03,2010-02-25 10:45:44,1-532-381-3477
Jason Skinner,2010-02-10 18:16:16,2010-02-10 18:32:00,(106)514-9872
Steven Duarte,2010-02-24 19:11:23,2010-02-24 19:12:27,02417765651
Summer Odom,2010-02-08 17:26:28,2010-02-08 17:34:05,01342355103
Marcus Sanchez,2010-02-13 19:49:56,2010-02-13 20:06:35,511-846-4899x2229
Robert Brandt,2010-02-19 14:13:07,2010-02-19 14:22:32,1-122-846-7541
Michelle Marshall,2010-02-18 03:30:27,2010-02-18 03:39:53,(168)333-2256x764
Sandra Sanders,2010-02-16 09:44:39,2010-02-16 09:50:45,1-514-660-4045
Lisa Brown,2010-02-20 19:12:45,2010-02-20 19:22:20,03559691104
Timothy Davis,2010-02-14 14:33:07,2010-02-14 14:40:00,338-762-7601x3476
David Wells,2010-02-09 16:01:55,2010-02-09 16:07:55,(662)311-1889
Crystal Cox,2010-02-15 19:28:28,2010-02-15 19:41:31,527.297.1998x76266
Jeanette Cruz,2010-02-10 05:43:18,2010-02-10 05:54:00,441.650.7937
Taylor Smith,2010-02-06 01:42:34,2010-02-06 01:49:22,(935)909-3512
Melinda Vasquez,2010-02-08 14:56:14,2010-02-08 14:58:46,637.722.8699
James Wilkinson,2010-02-08 06:15:15,2010-02-08 06:26:02,(286)258-9102
Emily Wallace,2010-02-18 00:25:59,2010-02-18 00:36:14,1-192-549-3105x18686
Mr. Christopher Martin,2010-02-14 23:05:25,2010-02-14 23:20:43,580.386.0659x84883
Marcus Summers,2010-02-24 09:24:21,2010-02-24 09:36:09,+83(1)2329306236
Ms. Danielle Wade DVM,2010-02-08 10:32:50,2010-02-08 10:48:02,363-810-1869x4268
Beverly Hester,2010-02-26 08:23:56,2010-02-26 08:34:55,224-146-0869x946
Julie Welch,2010-02-22 14:38:57,2010-02-22 14:52:34,1-072-080-4300x9498
Paula Phillips,2010-02-12 23:04:04,2010-02-12 23:08:40,237-656-1757x84615
Julia Peterson,2010-02-05 03:07:31,2010-02-05 03:15:56,921.080.4888x154
Michael Vazquez,2010-02-27 03:11:32,2010-02-27 03:25:19,(170)907-3309x634
Tammy Gonzalez,2010-02-08 16:59:23,2010-02-08 17:02:48,(851)073-4986
Robert Russell,2010-02-06 13:26:50,2010-02-06 13:28:53,180.527.0451
Gregory Barry,2010-02-13 19:31:24,2010-02-13 19:32:53,1-251-738-1169x0435
Andres Moore,2010-02-16 11:56:07,2010-02-16 12:05:41,1-208-831-5494x53362
Brianna Green,2010-02-05 19:06:46,2010-02-05 19:10:04,830-153-0998
Janet Owens,2010-02-06 09:32:02,2010-02-06 09:48:20,+67(8)6482676800
Denise Hughes,2010-02-01 11:33:26,2010-02-01 11:38:00,(806)130-1024x743
Brittany Brown,2010-02-23 08:06:19,2010-02-23 08:10:43,342.277.9562
Mr. Joshua Byrd DDS,2010-02-02 20:40:33,2010-02-02 20:54:29,+51(9)1177106681
David Johnson,2010-02-18 17:12:41,2010-02-18 17:23:22,(698)012-8921x34624
George Henderson,2010-02-14 04:18:54,2010-02-14 04:21:39,(614)723-9967x5852
Lisa Herring,2010-02-05 12:16:16,2010-02-05 12:18:33,623-053-4354
Michael Wilson,2010-02-17 12:28:38,2010-02-17 12:41:38,08608050946
Benjamin Garcia,2010-02-18 03:25:56,2010-02-18 03:43:41,366.126.6171
April Davis,2010-02-05 06:11:39,2010-02-05 06:18:36,188.146.2921
Ryan Anthony,2010-02-12 16:48:37,2010-02-12 16:59:04,1-739-581-1798x67595
Tony Nguyen,2010-02-17 21:53:14,2010-02-17 22:05:09,1-649-462-7754x1419
Amanda Marks,2010-02-09 22:43:36,2010-02-09 23:02:51,000-554-7018
Jon Roth,2010-02-21 04:12:18,2010-02-21 04:13:53,834-463-7556
Kimberly Ware,2010-02-15 02:50:28,2010-02-15 03:08:42,1-868-045-8622
Ryan Dunn,2010-02-28 14:06:38,2010-02-28 14:20:38,(816)104-6108x66748
Nicholas Jones,2010-02-15 01:13:27,2010-02-15 01:15:12,640.875.1477
Catherine Ortega,2010-02-09 22:58:52,2010-02-09 23:15:33,(828)472-2670x697
Jeffrey Mack,2010-02-21 01:56:54,2010-02-21 02:00:18,637.162.3523x1862
Derrick Moss,2010-02-21 20:30:07,2010-02-21 20:46:40,02025401456
Steven Lyons,2010-02-22 07:31:55,2010-02-22 07:42:05,+70(0)1284946966
John Oliver,2010-02-21 15:20:36,2010-02-21 15:33:23,532-728-7286x42609
Andrea Howell,2010-02-04 15:51:16,2010-02-04 15:57:31,935.191.5746x07210
Caitlin Barron,2010-02-09 08:21:09,2010-02-09 08:21:27,1-236-546-7114x7591
Michelle Kennedy,2010-02-09 02:08:20,2010-02-09 02:26:15,(722)619-6425
Kirk Reese,2010-03-09 09:27:39,2010-03-09 09:41:31,362.321.5863x137
Rebecca Mills,2010-03-09 04:10:23,2010-03-09 04:25:21,027.178.1485
Jessica Bridges,2010-03-02 21:43:14,2010-03-02 21:45:04,060-714-6193x5570
Ryan Bird,2010-03-06 23:07:54,2010-03-06 23:18:06,954.290.4810x2523
Amanda Williams,2010-03-02 06:20:58,2010-03-02 06:34:29,873-111-9523x436
Catherine Beck,2010-03-16 12:26:26,2010-03-16 12:41:30,795.673.7769x1567
Wayne Moore,2010-03-03 15:36:17,2010-03-03 15:51:49,1-780-448-2647x12016
Logan Smith,2010-03-04 18:30:26,2010-03-04 18:36:33,(222)260-5666x04476
Justin Cox,2010-03-29 06:41:43,2010-03-29 06:53:36,1-707-063-0487x00292
Shelby Raymond,2010-03-05 21:22:47,2010-03-05 21:26:31,(219)516-7768x9766
Gregory Acosta,2010-03-19 12:56:12,2010-03-19 13:14:52,132-817-0151x3118
Matthew Clark,2010-03-24 19:11:54,2010-03-24 19:15:51,(679)805-6160x596
Mark Singleton,2010-03-14 14:54:11,2010-03-14 14:55:17,(160)413-9570
Nicholas Hicks,2010-03-29 06:46:28,2010-03-29 07:00:33,331-738-5608x2387
Randy Cox,2010-03-02 11:24:40,2010-03-02 11:42:40,06612673512
Barbara Shaffer,2010-03-08 02:19:50,2010-03-08 02:34:05,00194198698
Sheri Walker,2010-03-28 00:54:52,2010-03-28 01:12:04,501-455-6543x14468
Thomas Roberson,2010-03-03 15:54:20,2010-03-03 15:57:33,712-826-2465x655
Mitchell Hess DDS,2010-03-06 02:59:54,2010-03-06 03:02:02,08548705571
Robert Barrett,2010-03-28 22:29:16,2010-03-28 22:45:45,+58(8)5182691377
Jodi Miller,2010-03-11 00:33:21,2010-03-11 00:43:57,1-932-280-8103
Dawn Stewart,2010-03-14 19:25:11,2010-03-14 19:28:24,+28(1)6056624641
Samantha Ramos,2010-03-18 06:03:39,2010-03-18 06:14:04,(226)278-5253
Jennifer Brown,2010-03-24 14:26:22,2010-03-24 14:38:34,(472)181-7327x17263
Kelsey Lewis,2010-03-27 00:06:51,2010-03-27 00:16:55,(734)609-4280x15479
Steven David,2010-03-05 19:15:45,2010-03-05 19:28:54,896-322-3561
Joshua Hampton,2010-03-07 05:52:22,2010-03-07 06:08:50,570.918.0381x273
Shane Adams,2010-03-06 00:56:30,2010-03-06 00:57:58,543.714.0386
Monica Park,2010-03-03 23:06:42,2010-03-03 23:10:44,(140)549-0447x57545
John Rowland,2010-03-05 12:35:46,2010-03-05 12:47:41,867-942-6584x79786
Christopher Black,2010-03-13 17:17:28,2010-03-13 17:29:41,1-901-246-4321x2360
Mr. Jacob Owens,2010-03-18 05:34:45,2010-03-18 05:38:01,+13(6)4472645889
Shane Allen,2010-03-27 21:47:23,2010-03-27 22:00:33,031.346.5403x502
Jessica Wright,2010-03-20 13:59:16,2010-03-20 14:13:12,1-450-167-4020
Jennifer Small,2010-03-04 20:59:59,2010-03-04 21:05:43,1-294-838-4237x139
Rebekah Clayton,2010-03-14 02:54:49,2010-03-14 02:57:58,05838267940
Katie Peterson,2010-03-25 02:21:35,2010-03-25 02:23:58,267.536.3876x858
Jessica Scott,2010-03-24 08:11:25,2010-03-24 08:23:44,(161)093-3582
Emily Sanchez,2010-03-17 12:07:54,2010-03-17 12:08:23,472-155-8693
Robin Rodriguez,2010-03-24 21:29:42,2010-03-24 21:38:26,1-346-263-0862
Jason Aguirre,2010-03-18 02:44:27,2010-03-18 02:45:19,1-750-186-7408x6793
Thomas Schaefer,2010-03-25 16:13:45,2010-03-25 16:17:17,509.312.3708
Jamie Franklin,2010-03-29 03:15:05,2010-03-29 03:27:50,982-350-2550
Amber Jones,2010-03-02 20:00:05,2010-03-02 20:19:01,020.372.8686x754
Anna Reid,2010-03-05 16:29:28,2010-03-05 16:46:50,(130)666-4414x923
Michael Bishop,2010-03-20 22:38:23,2010-03-20 22:44:54,01982640359
Tim Greene,2010-03-26 05:36:56,2010-03-26 05:39:32,625.226.7221x16267
Michael Watts,2010-03-30 10:11:26,2010-03-30 10:20:39,(385)050-9461x49500
Zachary Parker,2010-03-24 21:45:56,2010-03-24 21:59:34,+90(5)6282953203
Matthew Walker,2010-03-25 00:23:54,2010-03-25 00:35:54,1-556-535-7562
William Farley,2010-03-25 20:06:44,2010-03-25 20:12:23,09952629409
James Watkins,2010-03-29 03:09:22,2010-03-29 03:18:56,189-921-7758
Kimberly Jenkins,2010-03-20 21:40:29,2010-03-20 21:46:59,(269)724-0562x62805
Rachel Chen,2010-03-31 10:14:24,2010-03-31 10:32:46,1-989-042-2847x768
Jeffrey Underwood II,2010-03-18 00:31:59,2010-03-18 00:43:09,1-741-117-3202
Diana Wood,2010-03-19 23:10:07,2010-03-19 23:10:57,023.901.4518
Teresa Mcclure,2010-03-24 03:23:17,2010-03-24 03:36:58,(990)769-1928x20309
Martha King,2010-03-06 00:11:04,2010-03-06 00:30:18,792-155-8951x68203
Courtney Byrd,2010-03-20 12:47:42,2010-03-20 13:06:36,638.619.7345
Bradley Branch,2010-03-01 10:38:53,2010-03-01 10:57:20,1-158-970-7634
Tammy Kelly,2010-03-04 21:20:49,2010-03-04 21:26:03,988.742.7693x1128
Kim Foley,2010-03-01 08:18:33,2010-03-01 08:28:50,953-071-6429x4536
Annette Wright,2010-03-30 17:07:28,2010-03-30 17:16:10,1-863-732-6750x31006
Alicia Knight,2010-03-01 21:49:23,2010-03-01 21:51:08,861.167.7959x3818
Jennifer Martinez,2010-03-30 12:59:59,2010-03-30 13:06:47,+19(9)4004369285
Edward Meyer,2010-03-22 04:58:24,2010-03-22 05:10:03,443-330-9663
Carly Thompson,2010-03-23 20:05:54,2010-03-23 20:23:49,530.926.2076x2020
Mary Barrett,2010-03-31 11:18:20,2010-03-31 11:37:34,(040)019-7708x508
Barbara Underwood,2010-03-02 20:25:55,2010-03-02 20:42:18,185-839-5460x8052
Brandon Sullivan,2010-03-01 21:15:15,2010-03-01 21:26:10,(777)677-4377
Barbara Schmidt,2010-03-07 07:46:20,2010-03-07 08:03:51,107-451-6563x017
Mary Ross,2010-03-16 10:20:07,2010-03-16 10:21:27,033-920-1371x79813
Sarah Taylor,2010-03-10 14:46:23,2010-03-10 14:52:05,309.169.2370
Dominique Meyer,2010-03-19 23:43:02,2010-03-20 00:02:16,1-617-753-4274
Jacob Norman,2010-03-12 14:09:23,2010-03-12 14:19:24,(631)404-3483x076
Candace Lane,2010-03-06 20:37:21,2010-03-06 20:42:40,1-936-977-1173x8456
Angela Clark,2010-03-21 22:41:48,2010-03-21 22:49:59,+49(7)6338607660
Johnny Harrell,2010-03-04 18:48:15,2010-03-04 18:51:11,1-057-437-0821
Jeffrey Graham,2010-03-06 20:30:19,2010-03-06 20:38:51,706.174.0471x54984
Sharon Pierce,2010-03-03 16:59:22,2010-03-03 17:05:37,1-629-878-1210x472
Diane Jensen,2010-03-13 10:19:33,2010-03-13 10:22:35,967-580-5059x9128
David Bennett,2010-03-26 06:20:42,2010-03-26 06:28:05,1-431-060-6402
Jeremy Lawrence,2010-03-25 13:53:28,2010-03-25 14:00:19,(209)749-0446x9592
Timothy Watson,2010-03-20 01:25:34,2010-03-20 01:34:49,006.091.9614
Sharon Mcguire,2010-03-05 12:59:54,2010-03-05 13:09:18,043.274.9013x262
Travis Conner,2010-03-13 10:53:17,2010-03-13 10:55:33,+29(7)2848639778
Emily Mcconnell,2010-03-01 18:47:03,2010-03-01 18:58:53,875-568-3449
Danielle Fisher,2010-03-18 21:11:28,2010-03-18 21:13:22,1-104-554-2375
James Greene,2010-03-26 16:09:54,2010-03-26 16:18:53,030-196-0267
Renee Torres,2010-03-09 03:04:11,2010-03-09 03:10:18,1-464-014-4836x9076
Samantha Case,2010-03-16 09:14:01,2010-03-16 09:25:09,818.425.1451x9205
John Holden,2010-03-23 22:36:35,2010-03-23 22:40:40,235-982-1332x54310
Stephanie Wood,2010-03-09 15:14:05,2010-03-09 15:26:40,(472)351-1328
John Thompson,2010-03-15 13:23:47,2010-03-15 13:31:37,700-577-3843
Benjamin Tucker,2010-03-10 00:48:08,2010-03-10 01:06:23,792.576.0418x9563
Shelia Thomas,2010-03-03 02:58:06,2010-03-03 03:12:30,1-787-674-4618
Zachary Jacobs,2010-03-15 20:21:46,2010-03-15 20:24:45,(826)455-8387
Thomas Moses,2010-03-11 00:55:48,2010-03-11 01:11:40,1-768-815-3456x727
